Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,Investors Name,InvestmentnType,Amount in USD
366,2018-02-12,Wydr,Consumer Internet,"Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners",Private Equity,4200000.0
367,2018-02-12,Cashify,E-Commerce,Trifecta Capital,Debt Funding,4200000.0
368,2018-02-13,holachef,Food and Beverages,Ashok Kumar Gajera,Seed / Angle Funding,4200000.0
369,2018-02-13,Awaaz De,Technology,Tribe Impact Capital LLP,Seed / Angle Funding,4200000.0
370,2018-02-13,IMAX Program,Ed-Tech,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,4200000.0
371,2018-02-14,Littlemore,Ed-Tech,Kalpavriksh,Private Equity,4200000.0
372,2018-02-14,Toppr,Ed-Tech,Axis Capital Partners,Private Equity,4200000.0
373,2018-02-14,Shirsa Labs,Ed-Tech,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,4200000.0
374,2018-02-14,MoneyOnMobile,Technology,S7 Group,Private Equity,4200000.0
375,2018-02-15,PetSutra,Consumer Internet,Michael Patrick Hickey,Seed / Angel Funding,4200000.0
376,2018-02-15,Infibeam,E-Commerce,Network 18,Private Equity,4200000.0
377,2018-02-16,happay,Finance,Sequoia and Jerry Yang,Seed / Angel Funding,4200000.0
378,2018-02-16,Fincash,Finance,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel Funding,4200000.0
379,2018-02-19,AyeFinance,Finance,"Hinduja Leyland Finance, IntelleGrow",Private Equity,4200000.0
380,2018-02-20,Agricxlab,Agriculture,Ankur Capital,Seed / Angel Funding,4200000.0
381,2018-02-21,Udaan,E-Commerce,Lightspeed & Yuri Milner,Private Equity,4200000.0
382,2018-02-21,Capillary,IT,"Wargburg Pincus, Sequoia",Private Equity,4200000.0
383,2018-02-21,The Healthy Billions,Healthcare,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,4200000.0
384,2018-02-21,HighRadius,Technology,"PNC, Citi Ventures",Private Equity,4200000.0
385,2018-02-26,Avishkaar Box,Ed-Tech,Auxano Deals,Private Equity,4200000.0
386,2018-02-26,Planys Technologies,Technology,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,4200000.0
387,2018-02-27,Lollypop,Technology,Dr Devi Shetty,Seed / Angel Funding,4200000.0
388,2018-02-27,Trilyo,Technology,"Startup Buddy,Amit Manocha and others",Seed / Angel Funding,4200000.0
389,2018-02-28,Gaana,Technology,"Tencent Holdings Ltd, Times Internet",Private Equity,4200000.0
390,2018-02-28,Credy,IT,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed / Angel Funding,4200000.0
391,2018-02-28,Predible Health,Healthcare,Unitus Seed Fund,Seed/Angel Funding,4200000.0
392,2018-01-02,CleverTap,Technology,"Recruit Holdings, Sequoia Capital India, Accel Partners",Angel / Seed Funding,4200000.0
393,2018-01-04,EarlySalary,Finance,Eight Roads Ventures India,Private,4200000.0
394,2018-01-05,WOTU,E-commerce,"Claris Capital, Mumbai Angels Network",Angel / Seed Funding,4200000.0
395,2018-01-08,DAAKI,E-commerce,Rohan Agila,Angel / Seed Funding,4200000.0
396,2018-01-09,Lendingkart,Finance,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,4200000.0
397,2018-01-09,Kinsane Entertainment Inc,Entertainment,Unknown,Seed/Angel Funding,4200000.0
398,2018-01-10,Tapzo,Technology,RuNet & Other,Private Equity,4200000.0
399,2018-01-10,Appario Retail Pvt Ltd.,E-commerce,Amazon-Patni JV,Private Equity,4200000.0
400,2018-01-10,Samunnati,Finance,"responsAbility, Elevar Equity and Accel Partners",Private Equity,4200000.0
401,2018-01-10,Sahajanand Medical Technologies,Technology,Morgan Stanley Private Equity Asia,Private Equity,4200000.0
402,2018-01-12,Kuants,Technology,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,4200000.0
403,2018-01-12,Razorpay,Technology,"Tiger Global, Y Combinator",Private Equity,4200000.0
404,2018-01-15,Streak,Technology,"Indian fintech fund, Rainmatter",Angel / Seed Funding,4200000.0
405,2018-01-15,pi Ventures,Finance,"Sunil Kant Munjal, Hero Electronix\\xe2\\x80\\x99s corporate financing arm, Electronic Development Fund",Private Equity,4200000.0
406,2018-01-15,Newgen Software,Technology,"Goldman Sachs, hedge fund & Others",Private Equity,4200000.0
407,2018-01-17,Rubix,Technology,Polaris Fund,Private Equity,4200000.0
408,2018-01-18,ShareChat,Technology,"Xiaomi Singapore, Shunwei Capital",Private Equity,4200000.0
409,2018-01-22,Paperflite,Technology,The Chennai Angels,Angel / Seed Funding,4200000.0
410,2018-01-22,HungerBox,Consumer Internet,Lionrock Capital,Private Equity,4200000.0
411,2018-01-22,Skillate,Technology,"Incubate Fund India, Anuj Agrawal",Private Equity,4200000.0
412,2018-01-22,OptaCredit,Finance,DMI Finance,Private Equity,4200000.0
413,2018-01-22,AEON Learning,Technology,Dr. Ranjan Pai,Private Equity,4200000.0
414,2018-01-23,Milkbasket,E-commerce,Unilever Ventures,Private Equity,4200000.0
415,2018-01-24,NeoGrowth Credit,Finance,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,4200000.0
416,2018-01-24,Rao IIT Academy,Education,Avendus Finance,Structured Debt,4200000.0
417,2018-01-24,Aye Finance,Finance,IFMR Capital,Term Loan,4200000.0
418,2018-01-25,Glassic,Ecommerce,"Chennai Angels, Lead Angels, LetsVenture",Angel / Seed Funding,4200000.0
419,2018-01-25,GreyAtom,Technology,Pravega Ventures,Private Equity,4200000.0
420,2018-01-26,Axio,Healthcare,RNT Capital,Private Equity,4200000.0
421,2018-01-29,eKincare,Healthcare,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,4200000.0
422,2018-01-29,The Wedding Brigade,Consumer internet,Blume Ventures,Private Equity,4200000.0
423,2018-01-30,PeeSafe,Healthcare,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,4200000.0
424,2018-01-30,BrowserStack,Technology,Accel Partners,Private Equity,4200000.0
425,2018-01-30,Scapic,Technology,"Axilor Ventures, Newfort Capital",Angel / Seed Funding,4200000.0
426,2018-01-30,MoneyOnMobile,Technology,Undisclosed Investors,Private Equity,4200000.0
427,2018-01-30,CureFit,Healthcare,"HDFC Bank, Axis Bank",Debt Funding,4200000.0
428,2018-01-31,iNurture,Technology,Ventureast,Private Equity,4200000.0
429,2017-12-01,Strata Enviro,Technology,Scale Minds,Private Equity,4200000.0
430,2017-12-05,Dunzo,Technology,Google,Private Equity,4200000.0
431,2017-12-05,Tata Housing,Real Estate,Hines,Private Equity,4200000.0
432,2017-12-05,HandyTrain,Technology,NB Ventures,Private Equity,4200000.0
433,2017-12-05,Mobycy,Technology,Undisclosed Investors,Seed/Angel Funding,4200000.0
434,2017-12-06,Greenlight Planet,Technology,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,4200000.0
435,2017-12-06,Fintobox,Technology,Lightbox,Private Equity,4200000.0
436,2017-12-07,Mswipe,Technology,Eduardo Saverin,Private Equity,4200000.0
437,2017-12-07,The Label Life,E-Commerce,Kalpvriksh,Private Equity,4200000.0
438,2017-12-07,Cygnus Hospitals,Healthcare,Somerset Indus Capital Ventures,Seed/Angel Funding,4200000.0
439,2017-12-07,eShakti,Ecommerce,IDG Ventures,Debt Funding,4200000.0
440,2017-12-08,Inshorts,Technology,Tiger Global,Private Equity,4200000.0
